x,y (H1),EXACT,%Err(H1)
8.274,-31.61574827,-41.89002819,-0.25%
8.275,-31.90153217,-42.14405341,-0.24%
8.276,-32.18679608,-42.39727311,-0.24%
8.277,-32.47153228,-42.6496801,-0.24%
8.278,-32.75573304,-42.90126718,-0.24%
8.279,-33.03939064,-43.15202718,-0.23%
8.28,-33.32249739,-43.40195294,-0.23%
8.281,-33.60504558,-43.65103731,-0.23%
8.282,-33.8870275,-43.89927315,-0.23%
8.283,-34.16843548,-44.14665334,-0.23%
8.284,-34.44926182,-44.39317078,-0.22%
8.285,-34.72949884,-44.63881838,-0.22%
8.286,-35.00913889,-44.88358906,-0.22%
8.287,-35.2881743,-45.12747577,-0.22%
8.288,-35.56659742,-45.37047144,-0.22%
8.289,-35.84440059,-45.61256906,-0.21%
8.29,-36.12157618,-45.85376161,-0.21%
8.291,-36.39811656,-46.0940421,-0.21%
8.292,-36.67401411,-46.33340353,-0.21%
8.293,-36.94926122,-46.57183894,-0.21%
8.294,-37.22385028,-46.80934139,-0.20%
8.295,-37.49777369,-47.04590394,-0.20%
8.296,-37.77102388,-47.28151966,-0.20%
8.297,-38.04359325,-47.51618168,-0.20%
8.298,-38.31547426,-47.74988309,-0.20%
8.299,-38.58665933,-47.98261704,-0.20%
8.3,-38.85714093,-48.21437667,-0.19%
8.301,-39.12691151,-48.44515517,-0.19%
8.302,-39.39596355,-48.67494571,-0.19%
8.303,-39.66428953,-48.90374151,-0.19%
8.304,-39.93188195,-49.13153578,-0.19%
8.305,-40.19873332,-49.35832178,-0.19%
8.306,-40.46483614,-49.58409275,-0.18%
8.307,-40.73018296,-49.808842,-0.18%
8.308,-40.99476631,-50.03256281,-0.18%
8.309,-41.25857873,-50.2552485,-0.18%
8.31,-41.52161281,-50.47689241,-0.18%
8.311,-41.78386111,-50.69748791,-0.18%
8.312,-42.04531622,-50.91702836,-0.17%
8.313,-42.30597074,-51.13550717,-0.17%
8.314,-42.56581729,-51.35291776,-0.17%
8.315,-42.82484849,-51.56925356,-0.17%
8.316,-43.08305699,-51.78450804,-0.17%
8.317,-43.34043544,-51.99867467,-0.17%
8.318,-43.5969765,-52.21174696,-0.17%
8.319,-43.85267286,-52.42371842,-0.16%
8.32,-44.10751721,-52.63458261,-0.16%
8.321,-44.36150227,-52.84433309,-0.16%
8.322,-44.61462075,-53.05296343,-0.16%
8.323,-44.8668654,-53.26046726,-0.16%
8.324,-45.11822896,-53.46683821,-0.16%
8.325,-45.36870422,-53.67206992,-0.15%
8.326,-45.61828394,-53.87615607,-0.15%
8.327,-45.86696093,-54.07909036,-0.15%
8.328,-46.114728,-54.28086652,-0.15%
8.329,-46.36157799,-54.48147828,-0.15%
8.33,-46.60750374,-54.68091941,-0.15%
8.331,-46.85249812,-54.8791837,-0.15%
8.332,-47.09655399,-55.07626497,-0.14%
8.333,-47.33966426,-55.27215706,-0.14%
8.334,-47.58182184,-55.46685382,-0.14%
8.335,-47.82301967,-55.66034914,-0.14%
8.336,-48.06325067,-55.85263693,-0.14%
8.337,-48.30250783,-56.04371113,-0.14%
8.338,-48.54078412,-56.23356569,-0.14%
8.339,-48.77807254,-56.42219459,-0.14%
8.34,-49.0143661,-56.60959186,-0.13%
8.341,-49.24965785,-56.79575151,-0.13%
8.342,-49.48394084,-56.98066761,-0.13%
8.343,-49.71720813,-57.16433424,-0.13%
8.344,-49.94945282,-57.34674552,-0.13%
8.345,-50.18066802,-57.52789558,-0.13%
8.346,-50.41084686,-57.70777857,-0.13%
8.347,-50.63998249,-57.88638869,-0.13%
8.348,-50.86806807,-58.06372016,-0.12%
8.349,-51.09509679,-58.23976721,-0.12%
8.35,-51.32106186,-58.41452411,-0.12%
8.351,-51.5459565,-58.58798516,-0.12%
8.352,-51.76977397,-58.76014467,-0.12%
8.353,-51.99250753,-58.930997,-0.12%
8.354,-52.21415047,-59.10053652,-0.12%
8.355,-52.4346961,-59.26875763,-0.12%
8.356,-52.65413775,-59.43565477,-0.11%
8.357,-52.87246877,-59.6012224,-0.11%
8.358,-53.08968254,-59.765455,-0.11%
8.359,-53.30577245,-59.92834708,-0.11%
8.36,-53.52073191,-60.0898932,-0.11%
8.361,-53.73455437,-60.25008793,-0.11%
8.362,-53.94723329,-60.40892585,-0.11%
8.363,-54.15876214,-60.56640161,-0.11%
8.364,-54.36913445,-60.72250987,-0.10%
8.365,-54.57834372,-60.87724531,-0.10%
8.366,-54.78638352,-61.03060264,-0.10%
8.367,-54.99324741,-61.18257663,-0.10%
8.368,-55.19892901,-61.33316203,-0.10%
8.369,-55.40342192,-61.48235367,-0.10%
8.37,-55.60671979,-61.63014637,-0.10%
8.371,-55.80881629,-61.77653501,-0.10%
8.372,-56.00970512,-61.92151447,-0.10%
8.373,-56.20937998,-62.06507969,-0.09%
8.374,-56.40783463,-62.20722563,-0.09%
8.375,-56.60506283,-62.34794727,-0.09%
8.376,-56.80105836,-62.48723964,-0.09%
8.377,-56.99581504,-62.62509778,-0.09%
8.378,-57.18932672,-62.76151678,-0.09%
8.379,-57.38158725,-62.89649176,-0.09%
8.38,-57.57259054,-63.03001785,-0.09%
8.381,-57.76233049,-63.16209023,-0.09%
8.382,-57.95080105,-63.29270412,-0.08%
8.383,-58.13799619,-63.42185476,-0.08%
8.384,-58.3239099,-63.54953741,-0.08%
8.385,-58.50853621,-63.67574739,-0.08%
8.386,-58.69186916,-63.80048003,-0.08%
8.387,-58.87390283,-63.9237307,-0.08%
8.388,-59.05463131,-64.04549481,-0.08%
8.389,-59.23404874,-64.16576779,-0.08%
8.39,-59.41214928,-64.28454512,-0.08%
8.391,-59.5889271,-64.40182229,-0.07%
8.392,-59.76437641,-64.51759484,-0.07%
8.393,-59.93849146,-64.63185835,-0.07%
8.394,-60.11126652,-64.74460841,-0.07%
8.395,-60.28269587,-64.85584066,-0.07%
8.396,-60.45277383,-64.96555078,-0.07%
8.397,-60.62149477,-65.07373447,-0.07%
8.398,-60.78885306,-65.18038747,-0.07%
8.399,-60.95484311,-65.28550556,-0.07%
8.4,-61.11945935,-65.38908454,-0.07%
8.401,-61.28269626,-65.49112025,-0.06%
8.402,-61.44454832,-65.59160858,-0.06%
8.403,-61.60501008,-65.69054544,-0.06%
8.404,-61.76407607,-65.78792677,-0.06%
8.405,-61.92174089,-65.88374857,-0.06%
8.406,-62.07799915,-65.97800684,-0.06%
8.407,-62.2328455,-66.07069764,-0.06%
8.408,-62.3862746,-66.16181707,-0.06%
8.409,-62.53828118,-66.25136125,-0.06%
8.41,-62.68885996,-66.33932634,-0.06%
8.411,-62.83800571,-66.42570854,-0.05%
8.412,-62.98571324,-66.51050409,-0.05%
8.413,-63.13197736,-66.59370925,-0.05%
8.414,-63.27679294,-66.67532032,-0.05%
8.415,-63.42015488,-66.75533367,-0.05%
8.416,-63.5620581,-66.83374565,-0.05%
8.417,-63.70249754,-66.9105527,-0.05%
8.418,-63.84146821,-66.98575126,-0.05%
8.419,-63.97896512,-67.05933783,-0.05%
8.42,-64.11498332,-67.13130893,-0.04%
8.421,-64.2495179,-67.20166113,-0.04%
8.422,-64.38256397,-67.27039104,-0.04%
8.423,-64.51411668,-67.33749529,-0.04%
8.424,-64.64417122,-67.40297056,-0.04%
8.425,-64.7727228,-67.46681357,-0.04%
8.426,-64.89976667,-67.52902107,-0.04%
8.427,-65.02529811,-67.58958985,-0.04%
8.428,-65.14931244,-67.64851675,-0.04%
8.429,-65.27180501,-67.70579863,-0.04%
8.43,-65.3927712,-67.7614324,-0.03%
8.431,-65.51220642,-67.81541501,-0.03%
8.432,-65.63010613,-67.86774344,-0.03%
8.433,-65.74646582,-67.91841471,-0.03%
8.434,-65.861281,-67.96742588,-0.03%
8.435,-65.97454722,-68.01477406,-0.03%
8.436,-66.08626008,-68.06045639,-0.03%
8.437,-66.1964152,-68.10447004,-0.03%
8.438,-66.30500824,-68.14681224,-0.03%
8.439,-66.41203489,-68.18748024,-0.03%
8.44,-66.51749088,-68.22647134,-0.03%
8.441,-66.62137198,-68.26378287,-0.02%
8.442,-66.72367398,-68.29941222,-0.02%
8.443,-66.82439273,-68.3333568,-0.02%
8.444,-66.92352408,-68.36561406,-0.02%
8.445,-67.02106396,-68.39618151,-0.02%
8.446,-67.1170083,-68.42505669,-0.02%
8.447,-67.21135309,-68.45223716,-0.02%
8.448,-67.30409433,-68.47772054,-0.02%
8.449,-67.39522809,-68.50150451,-0.02%
8.45,-67.48475045,-68.52358674,-0.02%
8.451,-67.57265754,-68.54396499,-0.01%
8.452,-67.65894552,-68.56263704,-0.01%
8.453,-67.74361059,-68.57960069,-0.01%
8.454,-67.82664899,-68.59485383,-0.01%
8.455,-67.908057,-68.60839435,-0.01%
8.456,-67.98783092,-68.62022019,-0.01%
8.457,-68.06596711,-68.63032934,-0.01%
8.458,-68.14246195,-68.63871983,-0.01%
8.459,-68.21731187,-68.64538973,-0.01%
8.46,-68.29051333,-68.65033714,-0.01%
8.461,-68.36206284,-68.65356022,0.00%
8.462,-68.43195693,-68.65505716,0.00%
8.463,-68.50019218,-68.6548262,0.00%
8.464,-68.56676521,-68.65286561,0.00%
8.465,-68.63167267,-68.64917372,0.00%
8.466,-68.69491126,-68.64374888,0.00%
8.467,-68.75647771,-68.63658949,0.00%
8.468,-68.81636879,-68.62769401,0.00%
8.469,-68.87458131,-68.61706092,0.00%
8.47,-68.93111213,-68.60468875,0.00%
8.471,-68.98595813,-68.59057607,-0.01%
8.472,-69.03911624,-68.5747215,-0.01%
8.473,-69.09058342,-68.55712369,-0.01%
8.474,-69.1403567,-68.53778136,-0.01%
8.475,-69.1884331,-68.51669323,-0.01%
8.476,-69.23480973,-68.49385809,-0.01%
8.477,-69.27948371,-68.46927479,-0.01%
8.478,-69.32245221,-68.44294217,-0.01%
8.479,-69.36371244,-68.41485917,-0.01%
8.48,-69.40326164,-68.38502474,-0.01%
8.481,-69.4410971,-68.35343789,-0.02%
8.482,-69.47721616,-68.32009764,-0.02%
8.483,-69.51161618,-68.2850031,-0.02%
8.484,-69.54429457,-68.2481534,-0.02%
8.485,-69.5752488,-68.20954771,-0.02%
8.486,-69.60447634,-68.16918524,-0.02%
8.487,-69.63197473,-68.12706527,-0.02%
8.488,-69.65774156,-68.08318709,-0.02%
8.489,-69.68177443,-68.03755006,-0.02%
8.49,-69.704071,-67.99015356,-0.03%
8.491,-69.72462898,-67.94099705,-0.03%
8.492,-69.7434461,-67.89007999,-0.03%
8.493,-69.76052015,-67.83740191,-0.03%
8.494,-69.77584895,-67.78296238,-0.03%
8.495,-69.78943037,-67.72676101,-0.03%
8.496,-69.80126232,-67.66879747,-0.03%
8.497,-69.81134275,-67.60907145,-0.03%
8.498,-69.81966964,-67.54758269,-0.03%
8.499,-69.82624105,-67.48433099,-0.03%
8.5,-69.83105503,-67.41931619,-0.04%
8.501,-69.83410973,-67.35253815,-0.04%
8.502,-69.83540328,-67.2839968,-0.04%
8.503,-69.83493391,-67.21369212,-0.04%
8.504,-69.83269986,-67.1416241,-0.04%
8.505,-69.82869942,-67.06779282,-0.04%
8.506,-69.82293093,-66.99219836,-0.04%
8.507,-69.81539276,-66.91484088,-0.04%
8.508,-69.80608333,-66.83572056,-0.04%
8.509,-69.7950011,-66.75483764,-0.05%
8.51,-69.78214458,-66.67219241,-0.05%
8.511,-69.76751233,-66.58778517,-0.05%
8.512,-69.75110293,-66.50161632,-0.05%
8.513,-69.73291501,-66.41368625,-0.05%
8.514,-69.71294727,-66.32399542,-0.05%
8.515,-69.69119842,-66.23254435,-0.05%
8.516,-69.66766723,-66.13933358,-0.05%
8.517,-69.64235252,-66.04436371,-0.05%
8.518,-69.61525313,-65.94763537,-0.06%
8.519,-69.58636797,-65.84914925,-0.06%
8.52,-69.55569597,-65.74890608,-0.06%
8.521,-69.52323614,-65.64690663,-0.06%
8.522,-69.48898749,-65.54315172,-0.06%
8.523,-69.45294911,-65.43764221,-0.06%
8.524,-69.4151201,-65.33037903,-0.06%
8.525,-69.37549965,-65.22136312,-0.06%
8.526,-69.33408695,-65.11059547,-0.06%
8.527,-69.29088126,-64.99807715,-0.07%
8.528,-69.24588188,-64.88380924,-0.07%
8.529,-69.19908815,-64.76779287,-0.07%
8.53,-69.15049945,-64.65002923,-0.07%
8.531,-69.10011522,-64.53051954,-0.07%
8.532,-69.04793493,-64.40926508,-0.07%
8.533,-68.99395811,-64.28626716,-0.07%
8.534,-68.93818432,-64.16152715,-0.07%
8.535,-68.88061317,-64.03504645,-0.08%
8.536,-68.82124432,-63.90682652,-0.08%
8.537,-68.76007747,-63.77686886,-0.08%
8.538,-68.69711236,-63.64517501,-0.08%
8.539,-68.63234879,-63.51174656,-0.08%
8.54,-68.5657866,-63.37658515,-0.08%
8.541,-68.49742566,-63.23969245,-0.08%
8.542,-68.42726591,-63.1010702,-0.08%
8.543,-68.35530731,-62.96072017,-0.09%
8.544,-68.28154988,-62.81864417,-0.09%
8.545,-68.2059937,-62.67484406,-0.09%
8.546,-68.12863886,-62.52932175,-0.09%
8.547,-68.04948552,-62.3820792,-0.09%
8.548,-67.96853388,-62.23311841,-0.09%
8.549,-67.8857842,-62.08244141,-0.09%
8.55,-67.80123675,-61.9300503,-0.09%
8.551,-67.71489187,-61.77594721,-0.10%
8.552,-67.62674996,-61.62013433,-0.10%
8.553,-67.53681144,-61.46261387,-0.10%
8.554,-67.44507677,-61.30338812,-0.10%
8.555,-67.35154649,-61.14245938,-0.10%
8.556,-67.25622116,-60.97983001,-0.10%
8.557,-67.15910139,-60.81550243,-0.10%
8.558,-67.06018784,-60.64947909,-0.11%
8.559,-66.95948122,-60.48176248,-0.11%
8.56,-66.85698227,-60.31235515,-0.11%
8.561,-66.75269179,-60.14125968,-0.11%
8.562,-66.64661062,-59.96847871,-0.11%
8.563,-66.53873965,-59.79401492,-0.11%
8.564,-66.42907982,-59.61787103,-0.11%
8.565,-66.3176321,-59.44004981,-0.12%
8.566,-66.20439753,-59.26055407,-0.12%
8.567,-66.08937717,-59.07938667,-0.12%
8.568,-65.97257214,-58.89655053,-0.12%
8.569,-65.85398362,-58.71204857,-0.12%
8.57,-65.7336128,-58.52588381,-0.12%
8.571,-65.61146096,-58.33805928,-0.12%
8.572,-65.48752938,-58.14857806,-0.13%
8.573,-65.36181943,-57.95744329,-0.13%
8.574,-65.2343325,-57.76465813,-0.13%
8.575,-65.10507003,-57.57022581,-0.13%
8.576,-64.97403351,-57.3741496,-0.13%
8.577,-64.84122448,-57.17643279,-0.13%
8.578,-64.70664451,-56.97707874,-0.14%
8.579,-64.57029525,-56.77609086,-0.14%
8.58,-64.43217835,-56.57347257,-0.14%
8.581,-64.29229554,-56.36922738,-0.14%
8.582,-64.15064859,-56.16335882,-0.14%
8.583,-64.00723932,-55.95587045,-0.14%
8.584,-63.86206957,-55.7467659,-0.15%
8.585,-63.71514126,-55.53604884,-0.15%
8.586,-63.56645635,-55.32372298,-0.15%
8.587,-63.41601682,-55.10979207,-0.15%
8.588,-63.26382472,-54.8942599,-0.15%
8.589,-63.10988215,-54.67713033,-0.15%
8.59,-62.95419124,-54.45840724,-0.16%
8.591,-62.79675417,-54.23809456,-0.16%
8.592,-62.63757319,-54.01619626,-0.16%
8.593,-62.47665055,-53.79271637,-0.16%
8.594,-62.31398859,-53.56765895,-0.16%
8.595,-62.14958968,-53.3410281,-0.17%
8.596,-61.98345623,-53.11282798,-0.17%
8.597,-61.81559069,-52.88306278,-0.17%
8.598,-61.64599559,-52.65173674,-0.17%
8.599,-61.47467347,-52.41885414,-0.17%
8.6,-61.30162694,-52.18441931,-0.17%
8.601,-61.12685863,-51.94843662,-0.18%
8.602,-60.95037125,-51.71091048,-0.18%
8.603,-60.77216752,-51.47184535,-0.18%
8.604,-60.59225025,-51.23124572,-0.18%
8.605,-60.41062225,-50.98911614,-0.18%
8.606,-60.2272864,-50.74546119,-0.19%
8.607,-60.04224563,-50.50028552,-0.19%
8.608,-59.8555029,-50.25359377,-0.19%
8.609,-59.66706124,-50.00539068,-0.19%
8.61,-59.47692369,-49.755681,-0.20%
8.611,-59.28509337,-49.50446953,-0.20%
8.612,-59.09157343,-49.25176112,-0.20%
8.613,-58.89636707,-48.99756065,-0.20%
8.614,-58.69947753,-48.74187305,-0.20%
8.615,-58.5009081,-48.48470329,-0.21%
8.616,-58.30066212,-48.22605638,-0.21%
8.617,-58.09874297,-47.96593739,-0.21%
8.618,-57.89515408,-47.70435141,-0.21%
8.619,-57.68989891,-47.44130358,-0.22%
8.62,-57.48298099,-47.17679908,-0.22%
8.621,-57.27440388,-46.91084314,-0.22%
8.622,-57.06417119,-46.64344102,-0.22%
8.623,-56.85228658,-46.37459804,-0.23%
8.624,-56.63875373,-46.10431954,-0.23%
8.625,-56.42357641,-45.83261092,-0.23%
8.626,-56.2067584,-45.5594776,-0.23%
8.627,-55.98830354,-45.28492507,-0.24%
8.628,-55.7682157,-45.00895883,-0.24%
8.629,-55.54649881,-44.73158446,-0.24%
8.63,-55.32315685,-44.45280753,-0.24%
8.631,-55.09819383,-44.1726337,-0.25%
8.632,-54.87161381,-43.89106865,-0.25%
8.633,-54.6434209,-43.60811809,-0.25%
8.634,-54.41361925,-43.32378778,-0.26%
8.635,-54.18221306,-43.03808354,-0.26%
8.636,-53.94920656,-42.75101119,-0.26%
8.637,-53.71460404,-42.46257664,-0.26%
8.638,-53.47840983,-42.17278579,-0.27%
8.639,-53.24062831,-41.88164462,-0.27%
8.64,-53.0012639,-41.58915912,-0.27%
8.641,-52.76032104,-41.29533535,-0.28%
8.642,-52.51780427,-41.00017938,-0.28%
8.643,-52.27371812,-40.70369734,-0.28%
8.644,-52.0280672,-40.40589539,-0.29%
8.645,-51.78085613,-40.10677974,-0.29%
8.646,-51.53208962,-39.80635662,-0.29%
8.647,-51.28177238,-39.50463232,-0.30%
8.648,-51.02990919,-39.20161316,-0.30%
8.649,-50.77650486,-38.8973055,-0.31%
8.65,-50.52156426,-38.59171573,-0.31%
8.651,-50.26509228,-38.2848503,-0.31%
8.652,-50.00709388,-37.97671568,-0.32%
8.653,-49.74757404,-37.66731838,-0.32%
8.654,-49.4865378,-37.35666496,-0.32%
8.655,-49.22399024,-37.044762,-0.33%
8.656,-48.95993647,-36.73161615,-0.33%
8.657,-48.69438166,-36.41723406,-0.34%
8.658,-48.42733102,-36.10162244,-0.34%
8.659,-48.1587898,-35.78478803,-0.35%
8.66,-47.88876328,-35.46673761,-0.35%
8.661,-47.61725681,-35.14747801,-0.35%
8.662,-47.34427577,-34.82701607,-0.36%
8.663,-47.06982556,-34.5053587,-0.36%
8.664,-46.79391167,-34.18251281,-0.37%
8.665,-46.51653959,-33.85848539,-0.37%
8.666,-46.23771487,-33.53328342,-0.38%
8.667,-45.9574431,-33.20691395,-0.38%
8.668,-45.67572992,-32.87938406,-0.39%
8.669,-45.39258099,-32.55070086,-0.39%
8.67,-45.10800204,-32.2208715,-0.40%
8.671,-44.82199883,-31.88990317,-0.41%
8.672,-44.53457715,-31.55780309,-0.41%
8.673,-44.24574285,-31.2245785,-0.42%
8.674,-43.95550181,-30.89023672,-0.42%
8.675,-43.66385995,-30.55478507,-0.43%
8.676,-43.37082324,-30.2182309,-0.44%
8.677,-43.07639769,-29.88058163,-0.44%
8.678,-42.78058935,-29.54184467,-0.45%
8.679,-42.4834043,-29.20202752,-0.45%
8.68,-42.18484868,-28.86113765,-0.46%
8.681,-41.88492865,-28.51918263,-0.47%
8.682,-41.58365044,-28.17617001,-0.48%
8.683,-41.28102028,-27.83210741,-0.48%
8.684,-40.97704448,-27.48700246,-0.49%
8.685,-40.67172937,-27.14086285,-0.50%
8.686,-40.36508131,-26.79369628,-0.51%
8.687,-40.05710673,-26.44551049,-0.51%
8.688,-39.74781207,-26.09631327,-0.52%
8.689,-39.43720384,-25.74611241,-0.53%
8.69,-39.12528855,-25.39491577,-0.54%
8.691,-38.81207279,-25.04273122,-0.55%
8.692,-38.49756316,-24.68956666,-0.56%
8.693,-38.18176631,-24.33543005,-0.57%
8.694,-37.86468894,-23.98032934,-0.58%
8.695,-37.54633778,-23.62427256,-0.59%
8.696,-37.22671959,-23.26726773,-0.60%
8.697,-36.90584118,-22.90932294,-0.61%
8.698,-36.58370939,-22.55044627,-0.62%
8.699,-36.26033111,-22.19064587,-0.63%
8.7,-35.93571326,-21.82992989,-0.65%
8.701,-35.6098628,-21.46830654,-0.66%
8.702,-35.28278673,-21.10578405,-0.67%
8.703,-34.95449209,-20.74237066,-0.69%
8.704,-34.62498595,-20.37807468,-0.70%
8.705,-34.29427542,-20.01290442,-0.71%
8.706,-33.96236765,-19.64686824,-0.73%
8.707,-33.62926984,-19.2799745,-0.74%
8.708,-33.29498919,-18.91223163,-0.76%
8.709,-32.95953299,-18.54364806,-0.78%
8.71,-32.62290851,-18.17423227,-0.80%
8.711,-32.2851231,-17.80399275,-0.81%
8.712,-31.94618414,-17.43293804,-0.83%
8.713,-31.60609902,-17.06107668,-0.85%
8.714,-31.26487519,-16.68841728,-0.87%
8.715,-30.92252014,-16.31496843,-0.90%
8.716,-30.57904138,-15.9407388,-0.92%
8.717,-30.23444647,-15.56573705,-0.94%
8.718,-29.88874299,-15.18997188,-0.97%
8.719,-29.54193856,-14.81345202,-0.99%
8.72,-29.19404085,-14.43618623,-1.02%
8.721,-28.84505756,-14.0581833,-1.05%
8.722,-28.4949964,-13.67945202,-1.08%
8.723,-28.14386515,-13.30000126,-1.12%
8.724,-27.79167161,-12.91983986,-1.15%
8.725,-27.43842361,-12.53897672,-1.19%
8.726,-27.08412902,-12.15742077,-1.23%
8.727,-26.72879574,-11.77518094,-1.27%
8.728,-26.37243171,-11.39226621,-1.31%
8.729,-26.01504491,-11.00868559,-1.36%
8.73,-25.65664333,-10.62444808,-1.41%
8.731,-25.29723502,-10.23956275,-1.47%
8.732,-24.93682805,-9.85403866,-1.53%
8.733,-24.57543052,-9.467884921,-1.60%
8.734,-24.21305058,-9.081110653,-1.67%
8.735,-23.84969638,-8.693725009,-1.74%
8.736,-23.48537615,-8.305737161,-1.83%
8.737,-23.12009812,-7.91715631,-1.92%
8.738,-22.75387055,-7.527991678,-2.02%
8.739,-22.38670175,-7.138252513,-2.14%
8.74,-22.01860005,-6.747948086,-2.26%
8.741,-21.64957382,-6.357087691,-2.41%
8.742,-21.27963145,-5.965680646,-2.57%
8.743,-20.90878138,-5.573736293,-2.75%
8.744,-20.53703206,-5.181263995,-2.96%
8.745,-20.16439199,-4.788273138,-3.21%
8.746,-19.79086969,-4.394773132,-3.50%
8.747,-19.41647371,-4.000773409,-3.85%
8.748,-19.04121264,-3.606283422,-4.28%
8.749,-18.66509509,-3.211312646,-4.81%
8.75,-18.2881297,-2.815870578,-5.49%
8.751,-17.91032516,-2.419966736,-6.40%
8.752,-17.53169016,-2.023610661,-7.66%
8.753,-17.15223344,-1.626811912,-9.54%
8.754,-16.77196377,-1.229580071,-12.64%
8.755,-16.39088993,-0.831924739,-18.70%
8.756,-16.00902075,-0.433855539,-35.90%
8.757,-15.62636508,-0.035382113,-440.65%
8.758,-15.2429318,0.363485877,42.94%
8.759,-14.85872983,0.762738749,20.48%
8.76,-14.47376809,1.162366803,13.45%
8.761,-14.08805554,1.562360318,10.02%
8.762,-13.7016012,1.962709555,7.98%
8.763,-13.31441407,2.363404755,6.63%
8.764,-12.9265032,2.764436143,5.68%
8.765,-12.53787766,3.165793924,4.96%
8.766,-12.14854657,3.567468284,4.41%
8.767,-11.75851905,3.969449394,3.96%
8.768,-11.36780426,4.371727405,3.60%
8.769,-10.97641138,4.774292452,3.30%
8.77,-10.58434962,5.177134652,3.04%
8.771,-10.19162821,5.580244105,2.83%
8.772,-9.798256412,5.983610895,2.64%
8.773,-9.40424352,6.387225091,2.47%
8.774,-9.009598842,6.791076741,2.33%
8.775,-8.614331717,7.195155883,2.20%
8.776,-8.218451507,7.599452536,2.08%
8.777,-7.821967599,8.003956703,1.98%
8.778,-7.424889406,8.408658374,1.88%
8.779,-7.027226365,8.813547521,1.80%
8.78,-6.628987935,9.218614105,1.72%
8.781,-6.230183603,9.62384807,1.65%
8.782,-5.830822877,10.02923935,1.58%
8.783,-5.430915288,10.43477785,1.52%
8.784,-5.030470393,10.84045348,1.46%
8.785,-4.62949777,11.24625613,1.41%
8.786,-4.228007021,11.65217568,1.36%
8.787,-3.82600777,12.05820198,1.32%
8.788,-3.423509663,12.46432488,1.27%
8.789,-3.020522371,12.87053423,1.23%
8.79,-2.617055584,13.27681985,1.20%
8.791,-2.213119014,13.68317154,1.16%
8.792,-1.808722397,14.08957912,1.13%
8.793,-1.403875488,14.49603236,1.10%
8.794,-0.998588064,14.90252106,1.07%
8.795,-0.592869923,15.30903496,1.04%
8.796,-0.186730883,15.71556384,1.01%
8.797,0.219819216,16.12209742,0.99%
8.798,0.626770515,16.52862546,0.96%
8.799,1.034113135,16.93513767,0.94%
8.8,1.441837177,17.34162377,0.92%
8.801,1.849932723,17.74807346,0.90%
8.802,2.258389834,18.15447644,0.88%
8.803,2.667198554,18.5608224,0.86%
8.804,3.076348907,18.967101,0.84%
8.805,3.485830899,19.37330193,0.82%
8.806,3.895634516,19.77941484,0.80%
8.807,4.305749728,20.18542939,0.79%
8.808,4.716166485,20.59133521,0.77%
8.809,5.126874723,20.99712195,0.76%
8.81,5.537864356,21.40277924,0.74%
8.811,5.949125283,21.8082967,0.73%
8.812,6.360647387,22.21366393,0.71%
8.813,6.772420533,22.61887057,0.70%
8.814,7.184434569,23.02390619,0.69%
8.815,7.596679327,23.42876041,0.68%
8.816,8.009144625,23.83342282,0.66%
8.817,8.421820263,24.23788299,0.65%
8.818,8.834696026,24.64213051,0.64%
8.819,9.247761684,25.04615496,0.63%
8.82,9.661006992,25.44994589,0.62%
8.821,10.07442169,25.85349289,0.61%
8.822,10.4879955,26.25678551,0.60%
8.823,10.90171814,26.65981331,0.59%
8.824,11.31557931,27.06256583,0.58%
8.825,11.72956868,27.46503264,0.57%
8.826,12.14367593,27.86720328,0.56%
8.827,12.55789071,28.26906729,0.56%
8.828,12.97220268,28.67061421,0.55%
8.829,13.38660144,29.07183358,0.54%
8.83,13.80107664,29.47271494,0.53%
8.831,14.21561786,29.87324783,0.52%
8.832,14.63021472,30.27342177,0.52%
8.833,15.04485678,30.67322629,0.51%
8.834,15.45953361,31.07265094,0.50%
8.835,15.87423479,31.47168523,0.50%
8.836,16.28894984,31.87031869,0.49%
8.837,16.70366832,32.26854087,0.48%
8.838,17.11837975,32.66634127,0.48%
8.839,17.53307364,33.06370943,0.47%
8.84,17.94773951,33.46063488,0.46%
8.841,18.36236684,33.85710716,0.46%
8.842,18.77694512,34.25311578,0.45%
8.843,19.19146384,34.64865029,0.45%
8.844,19.60591245,35.04370021,0.44%
8.845,20.02028043,35.43825508,0.44%
8.846,20.43455721,35.83230444,0.43%
8.847,20.84873226,36.22583783,0.42%
8.848,21.26279499,36.61884479,0.42%
8.849,21.67673484,37.01131486,0.41%
8.85,22.09054122,37.4032376,0.41%
8.851,22.50420355,37.79460254,0.40%
8.852,22.91771124,38.18539926,0.40%
8.853,23.33105369,38.57561731,0.40%
8.854,23.74422028,38.96524625,0.39%
8.855,24.1572004,39.35427565,0.39%
8.856,24.56998344,39.74269507,0.38%
8.857,24.98255876,40.13049411,0.38%
8.858,25.39491575,40.51766234,0.37%
8.859,25.80704375,40.90418934,0.37%
8.86,26.21893214,41.29006472,0.37%
8.861,26.63057026,41.67527807,0.36%
8.862,27.04194747,42.059819,0.36%
8.863,27.45305312,42.44367712,0.35%
8.864,27.86387654,42.82684206,0.35%
8.865,28.27440707,43.20930343,0.35%
8.866,28.68463406,43.59105087,0.34%
8.867,29.09454684,43.97207402,0.34%
8.868,29.50413472,44.35236254,0.33%
